ts,src,dst,sport,dport,proto,length
1765271972.5430336,10.0.0.1,10.0.0.2,40000,80,TCP,830
1765271972.555491,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.5869179,10.0.0.1,10.0.0.2,40000,80,TCP,942
1765271972.620874,10.0.0.1,10.0.0.2,40000,80,TCP,110
1765271972.6282692,10.0.0.1,10.0.0.2,40000,80,TCP,762
1765271972.6770434,10.0.0.1,10.0.0.2,40000,80,TCP,1493
1765271972.6838825,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.693122,10.0.0.1,10.0.0.2,40000,80,TCP,964
1765271972.705664,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.730971,10.0.0.1,10.0.0.2,40000,80,TCP,1096
1765271972.7528129,10.0.0.1,10.0.0.2,40000,80,TCP,1035
1765271972.7632353,10.0.0.1,10.0.0.2,40000,80,TCP,226
1765271972.821733,10.0.0.1,10.0.0.2,40000,80,TCP,1142
1765271972.828531,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.8678567,10.0.0.1,10.0.0.2,40000,80,TCP,1374
1765271972.880247,10.0.0.1,10.0.0.2,40000,80,TCP,508
1765271972.9213603,10.0.0.1,10.0.0.2,40000,80,TCP,194
1765271972.9474072,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.956844,10.0.0.1,10.0.0.2,40000,80,TCP,495
1765271972.9679818,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.9888785,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.0164552,10.0.0.1,10.0.0.2,40000,80,TCP,182
1765271973.0722625,10.0.0.1,10.0.0.2,40000,80,TCP,1032
1765271973.1424444,10.0.0.1,10.0.0.2,40000,80,TCP,346
1765271973.1518486,10.0.0.1,10.0.0.2,40000,80,TCP,634
1765271973.1624277,10.0.0.1,10.0.0.2,40000,80,TCP,1084
1765271973.1660197,10.0.0.1,10.0.0.2,40000,80,TCP,1395
1765271973.1890633,10.0.0.1,10.0.0.2,40000,80,TCP,905
1765271973.2373362,10.0.0.1,10.0.0.2,40000,80,TCP,221
1765271973.244631,10.0.0.1,10.0.0.2,40000,80,TCP,864
1765271973.2521126,10.0.0.1,10.0.0.2,40000,80,TCP,554
1765271973.2555196,10.0.0.1,10.0.0.2,40000,80,TCP,1099
1765271973.2670312,10.0.0.1,10.0.0.2,40000,80,TCP,879
1765271973.28496,10.0.0.1,10.0.0.2,40000,80,TCP,901
1765271973.3447533,10.0.0.1,10.0.0.2,40000,80,TCP,657
1765271973.416146,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.4200149,10.0.0.1,10.0.0.2,40000,80,TCP,1011
1765271973.4464884,10.0.0.1,10.0.0.2,40000,80,TCP,567
1765271973.45775,10.0.0.1,10.0.0.2,40000,80,TCP,139
1765271973.5393198,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.5418274,10.0.0.1,10.0.0.2,40000,80,TCP,907
1765271973.5587132,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.5796041,10.0.0.1,10.0.0.2,40000,80,TCP,1145
1765271973.6088073,10.0.0.1,10.0.0.2,40000,80,TCP,425
1765271973.6554492,10.0.0.1,10.0.0.2,40000,80,TCP,237
1765271973.659562,10.0.0.1,10.0.0.2,40000,80,TCP,393
1765271973.6822546,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.6871002,10.0.0.1,10.0.0.2,40000,80,TCP,341
1765271973.7658865,10.0.0.1,10.0.0.2,40000,80,TCP,1105
1765271973.8123777,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.8320334,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.85406,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271973.8865464,10.0.0.1,10.0.0.2,40000,80,TCP,262
1765271973.9463952,10.0.0.1,10.0.0.2,40000,80,TCP,279
1765271973.9524102,10.0.0.1,10.0.0.2,40000,80,TCP,290
1765271973.9614906,10.0.0.1,10.0.0.2,40000,80,TCP,280
1765271974.0218396,10.0.0.1,10.0.0.2,40000,80,TCP,107
1765271974.0490916,10.0.0.1,10.0.0.2,40000,80,TCP,924
1765271974.0557005,10.0.0.1,10.0.0.2,40000,80,TCP,746
1765271974.058545,10.0.0.1,10.0.0.2,40000,80,TCP,213
1765271974.071105,10.0.0.1,10.0.0.2,40000,80,TCP,621
1765271974.0732646,10.0.0.1,10.0.0.2,40000,80,TCP,434
1765271974.1450663,10.0.0.1,10.0.0.2,40000,80,TCP,353
1765271974.198059,10.0.0.1,10.0.0.2,40000,80,TCP,224
1765271974.204953,10.0.0.1,10.0.0.2,40000,80,TCP,167
1765271974.2686222,10.0.0.1,10.0.0.2,40000,80,TCP,525
1765271974.2770996,10.0.0.1,10.0.0.2,40000,80,TCP,1131
1765271974.2849748,10.0.0.1,10.0.0.2,40000,80,TCP,623
1765271974.2980728,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.3162932,10.0.0.1,10.0.0.2,40000,80,TCP,1406
1765271974.3493776,10.0.0.1,10.0.0.2,40000,80,TCP,1435
1765271974.3704531,10.0.0.1,10.0.0.2,40000,80,TCP,409
1765271974.4025295,10.0.0.1,10.0.0.2,40000,80,TCP,489
1765271974.4111686,10.0.0.1,10.0.0.2,40000,80,TCP,588
1765271974.4120777,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.434204,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.5191984,10.0.0.1,10.0.0.2,40000,80,TCP,79
1765271974.5452619,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.5553622,10.0.0.1,10.0.0.2,40000,80,TCP,597
1765271974.5558858,10.0.0.1,10.0.0.2,40000,80,TCP,638
1765271974.5568233,10.0.0.1,10.0.0.2,40000,80,TCP,1108
1765271974.572869,10.0.0.1,10.0.0.2,40000,80,TCP,223
1765271974.5733807,10.0.0.1,10.0.0.2,40000,80,TCP,920
1765271974.5755875,10.0.0.1,10.0.0.2,40000,80,TCP,940
1765271974.617207,10.0.0.1,10.0.0.2,40000,80,TCP,319
1765271974.6347873,10.0.0.1,10.0.0.2,40000,80,TCP,234
1765271974.6682665,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.6687121,10.0.0.1,10.0.0.2,40000,80,TCP,1224
1765271974.6906343,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.7125926,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271974.7863724,10.0.0.1,10.0.0.2,40000,80,TCP,1282
1765271974.819269,10.0.0.1,10.0.0.2,40000,80,TCP,1019
1765271974.8314168,10.0.0.1,10.0.0.2,40000,80,TCP,173
1765271974.835127,10.0.0.1,10.0.0.2,40000,80,TCP,364
1765271974.9293804,10.0.0.1,10.0.0.2,40000,80,TCP,1434
1765271974.9344583,10.0.0.1,10.0.0.2,40000,80,TCP,1273
1765271974.94241,10.0.0.1,10.0.0.2,40000,80,TCP,612
1765271974.9647517,10.0.0.1,10.0.0.2,40000,80,TCP,376
1765271975.0607991,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.0725942,10.0.0.1,10.0.0.2,40000,80,TCP,125
1765271975.1192813,10.0.0.1,10.0.0.2,40000,80,TCP,525
1765271975.1253037,10.0.0.1,10.0.0.2,40000,80,TCP,1473
1765271975.1574833,10.0.0.1,10.0.0.2,40000,80,TCP,68
1765271975.189266,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.2083828,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.223247,10.0.0.1,10.0.0.2,40000,80,TCP,811
1765271975.2246003,10.0.0.1,10.0.0.2,40000,80,TCP,673
1765271975.270408,10.0.0.1,10.0.0.2,40000,80,TCP,788
1765271975.3193417,10.0.0.1,10.0.0.2,40000,80,TCP,640
1765271975.323437,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.3660898,10.0.0.1,10.0.0.2,40000,80,TCP,267
1765271975.4028478,10.0.0.1,10.0.0.2,40000,80,TCP,869
1765271975.4086406,10.0.0.1,10.0.0.2,40000,80,TCP,1173
1765271975.4108083,10.0.0.1,10.0.0.2,40000,80,TCP,535
1765271975.451071,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.4722476,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.4948385,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.5574572,10.0.0.1,10.0.0.2,40000,80,TCP,519
1765271975.641459,10.0.0.1,10.0.0.2,40000,80,TCP,1283
1765271975.6811788,10.0.0.1,10.0.0.2,40000,80,TCP,494
1765271975.7581935,10.0.0.1,10.0.0.2,40000,80,TCP,1138
1765271975.7601202,10.0.0.1,10.0.0.2,40000,80,TCP,516
1765271975.7819786,10.0.0.1,10.0.0.2,40000,80,TCP,711
1765271975.9181085,10.0.0.1,10.0.0.2,40000,80,TCP,953
1765271975.9228482,10.0.0.1,10.0.0.2,40000,80,TCP,1138
1765271975.9287763,10.0.0.1,10.0.0.2,40000,80,TCP,959
1765271975.9297192,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271975.9374168,10.0.0.1,10.0.0.2,40000,80,TCP,1307
1765271975.989496,10.0.0.1,10.0.0.2,40000,80,TCP,339
1765271976.0439703,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.0661886,10.0.0.1,10.0.0.2,40000,80,TCP,136
1765271976.06634,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.112082,10.0.0.1,10.0.0.2,40000,80,TCP,434
1765271976.1784556,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.1876295,10.0.0.1,10.0.0.2,40000,80,TCP,1012
1765271976.201562,10.0.0.1,10.0.0.2,40000,80,TCP,1214
1765271976.2235296,10.0.0.1,10.0.0.2,40000,80,TCP,1421
1765271976.3019643,10.0.0.1,10.0.0.2,40000,80,TCP,179
1765271976.309871,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.3227735,10.0.0.1,10.0.0.2,40000,80,TCP,165
1765271976.3248236,10.0.0.1,10.0.0.2,40000,80,TCP,383
1765271976.3324475,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.3385265,10.0.0.1,10.0.0.2,40000,80,TCP,966
1765271976.3515198,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.353263,10.0.0.1,10.0.0.2,40000,80,TCP,211
1765271976.4058473,10.0.0.1,10.0.0.2,40000,80,TCP,956
1765271976.414295,10.0.0.1,10.0.0.2,40000,80,TCP,93
1765271976.4356647,10.0.0.1,10.0.0.2,40000,80,TCP,1389
1765271976.4450324,10.0.0.1,10.0.0.2,40000,80,TCP,989
1765271976.446043,10.0.0.1,10.0.0.2,40000,80,TCP,451
1765271976.4670362,10.0.0.1,10.0.0.2,40000,80,TCP,996
1765271976.4806845,10.0.0.1,10.0.0.2,40000,80,TCP,1222
1765271976.4834266,10.0.0.1,10.0.0.2,40000,80,TCP,796
1765271976.5073462,10.0.0.1,10.0.0.2,40000,80,TCP,445
1765271976.5856433,10.0.0.1,10.0.0.2,40000,80,TCP,1373
1765271976.6185246,10.0.0.1,10.0.0.2,40000,80,TCP,839
1765271976.7013574,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.704324,10.0.0.1,10.0.0.2,40000,80,TCP,485
1765271976.730795,10.0.0.1,10.0.0.2,40000,80,TCP,812
1765271976.7562344,10.0.0.1,10.0.0.2,40000,80,TCP,331
1765271976.801989,10.0.0.1,10.0.0.2,40000,80,TCP,355
1765271976.8021965,10.0.0.1,10.0.0.2,40000,80,TCP,1213
1765271976.820826,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.8406565,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.9599578,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271976.9978962,10.0.0.1,10.0.0.2,40000,80,TCP,1413
1765271977.036143,10.0.0.1,10.0.0.2,40000,80,TCP,535
1765271977.054242,10.0.0.1,10.0.0.2,40000,80,TCP,1110
1765271977.0687351,10.0.0.1,10.0.0.2,40000,80,TCP,835
1765271977.0921414,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.1113498,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.1313088,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.1330907,10.0.0.1,10.0.0.2,40000,80,TCP,650
1765271977.1345582,10.0.0.1,10.0.0.2,40000,80,TCP,706
1765271977.154094,10.0.0.1,10.0.0.2,40000,80,TCP,797
1765271977.1647866,10.0.0.1,10.0.0.2,40000,80,TCP,1435
1765271977.1720977,10.0.0.1,10.0.0.2,40000,80,TCP,194
1765271977.1985934,10.0.0.1,10.0.0.2,40000,80,TCP,888
1765271977.2491002,10.0.0.1,10.0.0.2,40000,80,TCP,1470
1765271977.2649193,10.0.0.1,10.0.0.2,40000,80,TCP,1375
1765271977.2919672,10.0.0.1,10.0.0.2,40000,80,TCP,613
1765271977.3265622,10.0.0.1,10.0.0.2,40000,80,TCP,883
1765271977.3496702,10.0.0.1,10.0.0.2,40000,80,TCP,517
1765271977.3643026,10.0.0.1,10.0.0.2,40000,80,TCP,513
1765271977.3874073,10.0.0.1,10.0.0.2,40000,80,TCP,509
1765271977.4004414,10.0.0.1,10.0.0.2,40000,80,TCP,930
1765271977.419727,10.0.0.1,10.0.0.2,40000,80,TCP,405
1765271977.4262078,10.0.0.1,10.0.0.2,40000,80,TCP,1437
1765271977.4772758,10.0.0.1,10.0.0.2,40000,80,TCP,1209
1765271977.5063078,10.0.0.1,10.0.0.2,40000,80,TCP,1306
1765271977.5230105,10.0.0.1,10.0.0.2,40000,80,TCP,613
1765271977.5358562,10.0.0.1,10.0.0.2,40000,80,TCP,1338
1765271977.562209,10.0.0.1,10.0.0.2,40000,80,TCP,74
1765271977.6433809,10.0.0.1,10.0.0.2,40000,80,TCP,830
1765271977.6565778,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.657283,10.0.0.1,10.0.0.2,40000,80,TCP,200
1765271977.682339,10.0.0.1,10.0.0.2,40000,80,TCP,1362
1765271977.712245,10.0.0.1,10.0.0.2,40000,80,TCP,148
1765271977.7213726,10.0.0.1,10.0.0.2,40000,80,TCP,210
1765271977.7296145,10.0.0.1,10.0.0.2,40000,80,TCP,908
1765271977.733144,10.0.0.1,10.0.0.2,40000,80,TCP,298
1765271977.7495866,10.0.0.1,10.0.0.2,40000,80,TCP,259
1765271977.776471,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.7974207,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.7977288,10.0.0.1,10.0.0.2,40000,80,TCP,1348
1765271977.8478532,10.0.0.1,10.0.0.2,40000,80,TCP,798
1765271977.8642538,10.0.0.1,10.0.0.2,40000,80,TCP,1025
1765271977.9255593,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271977.9322503,10.0.0.1,10.0.0.2,40000,80,TCP,727
1765271977.9587264,10.0.0.1,10.0.0.2,40000,80,TCP,410
1765271977.9712572,10.0.0.1,10.0.0.2,40000,80,TCP,81
1765271977.979241,10.0.0.1,10.0.0.2,40000,80,TCP,455
1765271977.9819677,10.0.0.1,10.0.0.2,40000,80,TCP,651
1765271977.9941678,10.0.0.1,10.0.0.2,40000,80,TCP,1146
1765271978.0521648,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.074227,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.0954022,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.157669,10.0.0.1,10.0.0.2,40000,80,TCP,780
1765271978.162536,10.0.0.1,10.0.0.2,40000,80,TCP,715
1765271978.2384346,10.0.0.1,10.0.0.2,40000,80,TCP,268
1765271978.3028913,10.0.0.1,10.0.0.2,40000,80,TCP,333
1765271978.3855164,10.0.0.1,10.0.0.2,40000,80,TCP,67
1765271978.4065711,10.0.0.1,10.0.0.2,40000,80,TCP,1009
1765271978.4081507,10.0.0.1,10.0.0.2,40000,80,TCP,1411
1765271978.453172,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.481726,10.0.0.1,10.0.0.2,40000,80,TCP,1293
1765271978.481985,10.0.0.1,10.0.0.2,40000,80,TCP,426
1765271978.4906476,10.0.0.1,10.0.0.2,40000,80,TCP,1463
1765271978.5425868,10.0.0.1,10.0.0.2,40000,80,TCP,236
1765271978.5713408,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.577526,10.0.0.1,10.0.0.2,40000,80,TCP,229
1765271978.5922875,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.6312916,10.0.0.1,10.0.0.2,40000,80,TCP,1350
1765271978.632485,10.0.0.1,10.0.0.2,40000,80,TCP,1003
1765271978.662808,10.0.0.1,10.0.0.2,40000,80,TCP,414
1765271978.704875,10.0.0.1,10.0.0.2,40000,80,TCP,825
1765271978.7118187,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.753281,10.0.0.1,10.0.0.2,40000,80,TCP,597
1765271978.7749012,10.0.0.1,10.0.0.2,40000,80,TCP,1291
1765271978.8387883,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.8615232,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.8829067,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271978.8979828,10.0.0.1,10.0.0.2,40000,80,TCP,428
1765271978.940976,10.0.0.1,10.0.0.2,40000,80,TCP,452
1765271978.969189,10.0.0.1,10.0.0.2,40000,80,TCP,1229
1765271978.969833,10.0.0.1,10.0.0.2,40000,80,TCP,83
1765271979.0450263,10.0.0.1,10.0.0.2,40000,80,TCP,1138
1765271979.1783872,10.0.0.1,10.0.0.2,40000,80,TCP,949
1765271979.2170825,10.0.0.1,10.0.0.2,40000,80,TCP,1022
1765271979.2277224,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.231138,10.0.0.1,10.0.0.2,40000,80,TCP,250
1765271979.271546,10.0.0.1,10.0.0.2,40000,80,TCP,160
1765271979.2730863,10.0.0.1,10.0.0.2,40000,80,TCP,656
1765271979.3568258,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.3723829,10.0.0.1,10.0.0.2,40000,80,TCP,1229
1765271979.3787277,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.3834016,10.0.0.1,10.0.0.2,40000,80,TCP,1479
1765271979.3884182,10.0.0.1,10.0.0.2,40000,80,TCP,520
1765271979.3947048,10.0.0.1,10.0.0.2,40000,80,TCP,249
1765271979.4448688,10.0.0.1,10.0.0.2,40000,80,TCP,1286
1765271979.504007,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.630871,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.6520882,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.6598775,10.0.0.1,10.0.0.2,40000,80,TCP,1263
1765271979.6731024,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271979.6855378,10.0.0.1,10.0.0.2,40000,80,TCP,739
1765271979.720235,10.0.0.1,10.0.0.2,40000,80,TCP,1208
1765271979.7671733,10.0.0.1,10.0.0.2,40000,80,TCP,291
1765271979.900897,10.0.0.1,10.0.0.2,40000,80,TCP,920
1765271979.9024677,10.0.0.1,10.0.0.2,40000,80,TCP,425
1765271979.9232552,10.0.0.1,10.0.0.2,40000,80,TCP,1274
1765271979.9533823,10.0.0.1,10.0.0.2,40000,80,TCP,394
1765271979.9698281,10.0.0.1,10.0.0.2,40000,80,TCP,864
1765271979.998138,10.0.0.1,10.0.0.2,40000,80,TCP,516
1765271980.1219654,10.0.0.1,10.0.0.2,40000,80,TCP,1212
1765271980.1335773,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.1353834,10.0.0.1,10.0.0.2,40000,80,TCP,1000
1765271980.179295,10.0.0.1,10.0.0.2,40000,80,TCP,268
1765271980.1858068,10.0.0.1,10.0.0.2,40000,80,TCP,770
1765271980.2281036,10.0.0.1,10.0.0.2,40000,80,TCP,1136
1765271980.2576182,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.277078,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.335332,10.0.0.1,10.0.0.2,40000,80,TCP,1168
1765271980.3557544,10.0.0.1,10.0.0.2,40000,80,TCP,1365
1765271980.3795283,10.0.0.1,10.0.0.2,40000,80,TCP,967
1765271980.396712,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.433017,10.0.0.1,10.0.0.2,40000,80,TCP,523
1765271980.4435663,10.0.0.1,10.0.0.2,40000,80,TCP,217
1765271980.4787931,10.0.0.1,10.0.0.2,40000,80,TCP,1050
1765271980.5225832,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.5439634,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.5649302,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271980.5781288,10.0.0.1,10.0.0.2,40000,80,TCP,1034
1765271980.5963418,10.0.0.1,10.0.0.2,40000,80,TCP,1386
1765271980.640724,10.0.0.1,10.0.0.2,40000,80,TCP,1420
1765271980.7158668,10.0.0.1,10.0.0.2,40000,80,TCP,1369
1765271980.7302408,10.0.0.1,10.0.0.2,40000,80,TCP,1379
1765271980.7409885,10.0.0.1,10.0.0.2,40000,80,TCP,140
1765271980.8093877,10.0.0.1,10.0.0.2,40000,80,TCP,1364
1765271980.8115325,10.0.0.1,10.0.0.2,40000,80,TCP,230
1765271980.9153392,10.0.0.1,10.0.0.2,40000,80,TCP,1104
1765271980.9227514,10.0.0.1,10.0.0.2,40000,80,TCP,533
1765271980.9295707,10.0.0.1,10.0.0.2,40000,80,TCP,356
1765271980.9301572,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.0444024,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.064117,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.087305,10.0.0.1,10.0.0.2,40000,80,TCP,1389
1765271981.1255805,10.0.0.1,10.0.0.2,40000,80,TCP,232
1765271981.1409624,10.0.0.1,10.0.0.2,40000,80,TCP,1466
1765271981.1415837,10.0.0.1,10.0.0.2,40000,80,TCP,978
1765271981.1770256,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.2559755,10.0.0.1,10.0.0.2,40000,80,TCP,1283
1765271981.2947953,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.3024879,10.0.0.1,10.0.0.2,40000,80,TCP,1089
1765271981.317319,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.336468,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.3914604,10.0.0.1,10.0.0.2,40000,80,TCP,389
1765271981.4429598,10.0.0.1,10.0.0.2,40000,80,TCP,425
1765271981.4820864,10.0.0.1,10.0.0.2,40000,80,TCP,971
1765271981.4851599,10.0.0.1,10.0.0.2,40000,80,TCP,69
1765271981.5077574,10.0.0.1,10.0.0.2,40000,80,TCP,198
1765271981.518594,10.0.0.1,10.0.0.2,40000,80,TCP,1267
1765271981.5235436,10.0.0.1,10.0.0.2,40000,80,TCP,347
1765271981.5384831,10.0.0.1,10.0.0.2,40000,80,TCP,1334
1765271981.5625653,10.0.0.1,10.0.0.2,40000,80,TCP,321
1765271981.6095147,10.0.0.1,10.0.0.2,40000,80,TCP,267
1765271981.6678774,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.6770415,10.0.0.1,10.0.0.2,40000,80,TCP,477
1765271981.6839352,10.0.0.1,10.0.0.2,40000,80,TCP,444
1765271981.715959,10.0.0.1,10.0.0.2,40000,80,TCP,743
1765271981.757486,10.0.0.1,10.0.0.2,40000,80,TCP,1066
1765271981.765908,10.0.0.1,10.0.0.2,40000,80,TCP,867
1765271981.7783873,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.7875001,10.0.0.1,10.0.0.2,40000,80,TCP,1471
1765271981.7999678,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.9101605,10.0.0.1,10.0.0.2,40000,80,TCP,1398
1765271981.91646,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271981.9641433,10.0.0.1,10.0.0.2,40000,80,TCP,1150
1765271982.035856,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.0584998,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.0700383,10.0.0.1,10.0.0.2,40000,80,TCP,1232
1765271982.080588,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.0865881,10.0.0.1,10.0.0.2,40000,80,TCP,174
1765271982.1606832,10.0.0.1,10.0.0.2,40000,80,TCP,548
1765271982.215628,10.0.0.1,10.0.0.2,40000,80,TCP,1434
1765271982.2457552,10.0.0.1,10.0.0.2,40000,80,TCP,258
1765271982.3346834,10.0.0.1,10.0.0.2,40000,80,TCP,852
1765271982.3360415,10.0.0.1,10.0.0.2,40000,80,TCP,856
1765271982.3874533,10.0.0.1,10.0.0.2,40000,80,TCP,1366
1765271982.3929913,10.0.0.1,10.0.0.2,40000,80,TCP,1294
1765271982.424481,10.0.0.1,10.0.0.2,40000,80,TCP,557
1765271982.4300876,10.0.0.1,10.0.0.2,40000,80,TCP,258
1765271982.4600756,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.4907575,10.0.0.1,10.0.0.2,40000,80,TCP,241
1765271982.5028913,10.0.0.1,10.0.0.2,40000,80,TCP,1340
1765271982.5157907,10.0.0.1,10.0.0.2,40000,80,TCP,1461
1765271982.592489,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.61496,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.6718276,10.0.0.1,10.0.0.2,40000,80,TCP,914
1765271982.7385135,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.7670028,10.0.0.1,10.0.0.2,40000,80,TCP,927
1765271982.8107488,10.0.0.1,10.0.0.2,40000,80,TCP,1317
1765271982.858702,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.8781335,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.898919,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271982.963569,10.0.0.1,10.0.0.2,40000,80,TCP,1371
1765271982.9699879,10.0.0.1,10.0.0.2,40000,80,TCP,1294
1765271983.1028342,10.0.0.1,10.0.0.2,40000,80,TCP,1325
1765271983.1128197,10.0.0.1,10.0.0.2,40000,80,TCP,1279
1765271983.1236873,10.0.0.1,10.0.0.2,40000,80,TCP,1185
1765271983.1479337,10.0.0.1,10.0.0.2,40000,80,TCP,739
1765271983.148825,10.0.0.1,10.0.0.2,40000,80,TCP,1351
1765271983.1832833,10.0.0.1,10.0.0.2,40000,80,TCP,1044
1765271983.2791922,10.0.0.1,10.0.0.2,40000,80,TCP,208
1765271983.284193,10.0.0.1,10.0.0.2,40000,80,TCP,119
1765271983.2869983,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.2910924,10.0.0.1,10.0.0.2,40000,80,TCP,1106
1765271983.3095322,10.0.0.1,10.0.0.2,40000,80,TCP,106
1765271983.312166,10.0.0.1,10.0.0.2,40000,80,TCP,1354
1765271983.325664,10.0.0.1,10.0.0.2,40000,80,TCP,157
1765271983.3349411,10.0.0.1,10.0.0.2,40000,80,TCP,1387
1765271983.4159026,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.437116,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.5008297,10.0.0.1,10.0.0.2,40000,80,TCP,1453
1765271983.517802,10.0.0.1,10.0.0.2,40000,80,TCP,1148
1765271983.5224378,10.0.0.1,10.0.0.2,40000,80,TCP,1129
1765271983.5612767,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.5902586,10.0.0.1,10.0.0.2,40000,80,TCP,283
